QueryID,Query,Query Category,System Output,Remarks,RetrievedCallIDs,IDRecall
Q279,Q279,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q280,Q280,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q281,Q281,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q282,Q282,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q283,Q283,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q284,Q284,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q285,Q285,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q286,Q286,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q287,Q287,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q288,Q288,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q289,Q289,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q290,Q290,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q291,Q291,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q292,Q292,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q293,Q293,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q294,Q294,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q295,Q295,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q296,Q296,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q297,Q297,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q298,Q298,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q299,Q299,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q300,Q300,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q301,Q301,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q302,Q302,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q303,Q303,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q304,Q304,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q305,Q305,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q306,Q306,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q307,Q307,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q308,Q308,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q309,Q309,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q310,Q310,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q311,Q311,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q312,Q312,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q313,Q313,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q314,Q314,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q315,Q315,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q316,Q316,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q317,Q317,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q318,Q318,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q319,Q319,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q320,Q320,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q321,Q321,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q322,Q322,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q323,Q323,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q324,Q324,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q325,Q325,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q326,Q326,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q327,Q327,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q328,Q328,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q329,Q329,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q330,Q330,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q331,Q331,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q332,Q332,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q333,Q333,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q334,Q334,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q335,Q335,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q336,Q336,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q337,Q337,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q338,Q338,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q339,Q339,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q340,Q340,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q341,Q341,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q342,Q342,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q343,Q343,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q344,Q344,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q345,Q345,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q346,Q346,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q347,Q347,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q348,Q348,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q349,Q349,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q350,Q350,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q351,Q351,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q352,Q352,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q353,Q353,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q354,Q354,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q355,Q355,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q356,Q356,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q357,Q357,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q358,Q358,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q359,Q359,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q360,Q360,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q361,Q361,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q362,Q362,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q363,Q363,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q364,Q364,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q365,Q365,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q366,Q366,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q367,Q367,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q368,Q368,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q369,Q369,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q370,Q370,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q371,Q371,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q372,Q372,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q373,Q373,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q374,Q374,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q375,Q375,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q376,Q376,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q377,Q377,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q378,Q378,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q379,Q379,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q380,Q380,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q381,Q381,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q382,Q382,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q383,Q383,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q384,Q384,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q385,Q385,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q386,Q386,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q387,Q387,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q388,Q388,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q389,Q389,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q390,Q390,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q391,Q391,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q392,Q392,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q393,Q393,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q394,Q394,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q395,Q395,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q396,Q396,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q397,Q397,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q398,Q398,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q399,Q399,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q400,Q400,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q401,Q401,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q402,Q402,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q403,Q403,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q404,Q404,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q405,Q405,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q406,Q406,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q407,Q407,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q408,Q408,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q409,Q409,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q410,Q410,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q411,Q411,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q412,Q412,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q413,Q413,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q414,Q414,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q415,Q415,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q416,Q416,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q417,Q417,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q418,Q418,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q419,Q419,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q420,Q420,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q421,Q421,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q422,Q422,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q423,Q423,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q424,Q424,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q425,Q425,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q426,Q426,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q427,Q427,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q428,Q428,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q429,Q429,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q430,Q430,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q431,Q431,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q432,Q432,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q433,Q433,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q434,Q434,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q435,Q435,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q436,Q436,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q437,Q437,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q438,Q438,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q439,Q439,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q440,Q440,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q441,Q441,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q442,Q442,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q443,Q443,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q444,Q444,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q445,Q445,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q446,Q446,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q447,Q447,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q448,Q448,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q449,Q449,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q450,Q450,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q451,Q451,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q452,Q452,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q453,Q453,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q454,Q454,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q455,Q455,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q456,Q456,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q457,Q457,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q458,Q458,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q459,Q459,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q460,Q460,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q461,Q461,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q462,Q462,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q463,Q463,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q464,Q464,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q465,Q465,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q466,Q466,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q467,Q467,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q468,Q468,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q469,Q469,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q470,Q470,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q471,Q471,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q472,Q472,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q473,Q473,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q474,Q474,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q475,Q475,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q476,Q476,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q477,Q477,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q478,Q478,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q479,Q479,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q480,Q480,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q481,Q481,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q482,Q482,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q483,Q483,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q484,Q484,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q485,Q485,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q486,Q486,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q487,Q487,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q488,Q488,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q489,Q489,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q490,Q490,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q491,Q491,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q492,Q492,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q493,Q493,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q494,Q494,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q495,Q495,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q496,Q496,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q497,Q497,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q498,Q498,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q499,Q499,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q500,Q500,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q501,Q501,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q502,Q502,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q503,Q503,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q504,Q504,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q505,Q505,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q506,Q506,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q507,Q507,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q508,Q508,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q509,Q509,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q510,Q510,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q511,Q511,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q512,Q512,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q513,Q513,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q514,Q514,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q515,Q515,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q516,Q516,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q517,Q517,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q518,Q518,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q519,Q519,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q520,Q520,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q521,Q521,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q522,Q522,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q523,Q523,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q524,Q524,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q525,Q525,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q526,Q526,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q527,Q527,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q528,Q528,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q529,Q529,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q530,Q530,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q531,Q531,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q532,Q532,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q533,Q533,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q534,Q534,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q535,Q535,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q536,Q536,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q537,Q537,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q538,Q538,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q539,Q539,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q540,Q540,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q541,Q541,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q542,Q542,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q543,Q543,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q544,Q544,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q545,Q545,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q546,Q546,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q547,Q547,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q548,Q548,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q549,Q549,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q550,Q550,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q551,Q551,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q552,Q552,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q553,Q553,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q554,Q554,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q555,Q555,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q556,Q556,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q557,Q557,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
